"","Sample_ID","Stiffness_Score","Tumor_Type"
"TCGA-BA-4075-01A-01R-1436-07","TCGA-BA-4075-01A-01R-1436-07",9.71274561403509,"TCGA-HNSC"
"TCGA-CV-7424-01A-11R-2081-07","TCGA-CV-7424-01A-11R-2081-07",61.898350877193,"TCGA-HNSC"
"TCGA-CV-5431-01A-01R-1514-07","TCGA-CV-5431-01A-01R-1514-07",48.1911754385965,"TCGA-HNSC"
"TCGA-BA-5149-01A-01R-1514-07","TCGA-BA-5149-01A-01R-1514-07",28.0019263157895,"TCGA-HNSC"
"TCGA-CV-5435-01A-01R-1686-07","TCGA-CV-5435-01A-01R-1686-07",23.4963280701754,"TCGA-HNSC"
"TCGA-BB-A6UO-01A-12R-A34R-07","TCGA-BB-A6UO-01A-12R-A34R-07",35.6058684210526,"TCGA-HNSC"
"TCGA-CR-6470-01A-11R-1873-07","TCGA-CR-6470-01A-11R-1873-07",32.222649122807,"TCGA-HNSC"
"TCGA-CR-7404-01A-11R-2132-07","TCGA-CR-7404-01A-11R-2132-07",11.4163245614035,"TCGA-HNSC"
"TCGA-CR-7394-01A-11R-2016-07","TCGA-CR-7394-01A-11R-2016-07",44.0604929824561,"TCGA-HNSC"
"TCGA-CV-7425-01A-11R-2081-07","TCGA-CV-7425-01A-11R-2081-07",12.340098245614,"TCGA-HNSC"
"TCGA-IQ-A61E-01A-22R-A30B-07","TCGA-IQ-A61E-01A-22R-A30B-07",17.6604771929825,"TCGA-HNSC"
"TCGA-CV-A6K0-01B-21R-A31N-07","TCGA-CV-A6K0-01B-21R-A31N-07",29.9951666666667,"TCGA-HNSC"
"TCGA-CV-6433-01A-11R-1686-07","TCGA-CV-6433-01A-11R-1686-07",6.7438350877193,"TCGA-HNSC"
"TCGA-CQ-7072-01A-21R-A30B-07","TCGA-CQ-7072-01A-21R-A30B-07",130.949087719298,"TCGA-HNSC"
"TCGA-IQ-A61J-01A-11R-A30B-07","TCGA-IQ-A61J-01A-11R-A30B-07",39.1082877192982,"TCGA-HNSC"
"TCGA-CN-5374-01A-01R-1436-07","TCGA-CN-5374-01A-01R-1436-07",7.81609824561404,"TCGA-HNSC"
"TCGA-CV-7095-01A-21R-2016-07","TCGA-CV-7095-01A-21R-2016-07",16.3621035087719,"TCGA-HNSC"
"TCGA-DQ-7592-01A-11R-2081-07","TCGA-DQ-7592-01A-11R-2081-07",30.9938543859649,"TCGA-HNSC"
"TCGA-CQ-6224-01A-11R-1915-07","TCGA-CQ-6224-01A-11R-1915-07",138.669622807018,"TCGA-HNSC"
"TCGA-CV-5432-01A-02R-1686-07","TCGA-CV-5432-01A-02R-1686-07",13.4934438596491,"TCGA-HNSC"
"TCGA-T3-A92M-01A-31R-A39I-07","TCGA-T3-A92M-01A-31R-A39I-07",52.0217666666667,"TCGA-HNSC"
"TCGA-CV-5434-01A-01R-1686-07","TCGA-CV-5434-01A-01R-1686-07",49.054650877193,"TCGA-HNSC"
"TCGA-CQ-5331-01A-02R-1873-07","TCGA-CQ-5331-01A-02R-1873-07",13.7290157894737,"TCGA-HNSC"
"TCGA-QK-A6V9-01A-11R-A34R-07","TCGA-QK-A6V9-01A-11R-A34R-07",6.33185263157895,"TCGA-HNSC"
"TCGA-CV-7183-01A-11R-2016-07","TCGA-CV-7183-01A-11R-2016-07",24.4444456140351,"TCGA-HNSC"
"TCGA-CR-7379-01A-11R-2016-07","TCGA-CR-7379-01A-11R-2016-07",55.8427333333333,"TCGA-HNSC"
"TCGA-CV-7430-01A-11R-2132-07","TCGA-CV-7430-01A-11R-2132-07",6.7905350877193,"TCGA-HNSC"
"TCGA-CQ-A4CA-01A-11R-A24Z-07","TCGA-CQ-A4CA-01A-11R-A24Z-07",20.7662964912281,"TCGA-HNSC"
"TCGA-CQ-5326-01A-01R-1873-07","TCGA-CQ-5326-01A-01R-1873-07",26.4042578947368,"TCGA-HNSC"
"TCGA-CV-A460-01A-21R-A24Z-07","TCGA-CV-A460-01A-21R-A24Z-07",27.3142754385965,"TCGA-HNSC"
"TCGA-CV-7421-01A-11R-2081-07","TCGA-CV-7421-01A-11R-2081-07",44.9935035087719,"TCGA-HNSC"
"TCGA-CQ-A4CE-01A-11R-A266-07","TCGA-CQ-A4CE-01A-11R-A266-07",7.94394561403509,"TCGA-HNSC"
"TCGA-CQ-6222-01A-11R-1915-07","TCGA-CQ-6222-01A-11R-1915-07",8.89938245614035,"TCGA-HNSC"
"TCGA-CV-5978-01A-11R-1686-07","TCGA-CV-5978-01A-11R-1686-07",68.2891684210526,"TCGA-HNSC"
"TCGA-CR-7398-01A-11R-2016-07","TCGA-CR-7398-01A-11R-2016-07",39.9119245614035,"TCGA-HNSC"
"TCGA-CQ-6228-01A-11R-1915-07","TCGA-CQ-6228-01A-11R-1915-07",19.5006929824561,"TCGA-HNSC"
"TCGA-P3-A6T0-01A-12R-A34R-07","TCGA-P3-A6T0-01A-12R-A34R-07",33.4210614035088,"TCGA-HNSC"
"TCGA-CN-4740-01A-01R-1436-07","TCGA-CN-4740-01A-01R-1436-07",127.182684210526,"TCGA-HNSC"
"TCGA-CR-5243-01A-01R-1514-07","TCGA-CR-5243-01A-01R-1514-07",33.9443245614035,"TCGA-HNSC"
"TCGA-D6-6516-01A-11R-1873-07","TCGA-D6-6516-01A-11R-1873-07",10.835649122807,"TCGA-HNSC"
"TCGA-CV-A6JE-01A-11R-A31N-07","TCGA-CV-A6JE-01A-11R-A31N-07",21.6422578947368,"TCGA-HNSC"
"TCGA-CV-A45Z-01A-21R-A24Z-07","TCGA-CV-A45Z-01A-21R-A24Z-07",18.1393456140351,"TCGA-HNSC"
"TCGA-CQ-A4CG-01A-11R-A266-07","TCGA-CQ-A4CG-01A-11R-A266-07",29.2323175438597,"TCGA-HNSC"
"TCGA-CV-6939-01A-11R-1915-07","TCGA-CV-6939-01A-11R-1915-07",15.6482754385965,"TCGA-HNSC"
"TCGA-HD-7753-01A-11R-2081-07","TCGA-HD-7753-01A-11R-2081-07",67.5136929824561,"TCGA-HNSC"
"TCGA-CR-6473-01A-11R-1873-07","TCGA-CR-6473-01A-11R-1873-07",13.2038140350877,"TCGA-HNSC"
"TCGA-C9-A480-01A-12R-A24H-07","TCGA-C9-A480-01A-12R-A24H-07",7.33261754385965,"TCGA-HNSC"
"TCGA-CV-6941-01A-11R-1915-07","TCGA-CV-6941-01A-11R-1915-07",56.7828456140351,"TCGA-HNSC"
"TCGA-CV-7432-01A-11R-2132-07","TCGA-CV-7432-01A-11R-2132-07",9.57721052631579,"TCGA-HNSC"
"TCGA-IQ-7630-01A-11R-2081-07","TCGA-IQ-7630-01A-11R-2081-07",24.2300578947368,"TCGA-HNSC"
"TCGA-D6-6517-01A-11R-1873-07","TCGA-D6-6517-01A-11R-1873-07",20.8721298245614,"TCGA-HNSC"
"TCGA-H7-A6C4-01A-11R-A30B-07","TCGA-H7-A6C4-01A-11R-A30B-07",17.2687526315789,"TCGA-HNSC"
"TCGA-BA-A6DD-01A-12R-A31N-07","TCGA-BA-A6DD-01A-12R-A31N-07",25.2698526315789,"TCGA-HNSC"
"TCGA-CV-7446-01A-11R-2232-07","TCGA-CV-7446-01A-11R-2232-07",17.9599754385965,"TCGA-HNSC"
"TCGA-CR-6471-01A-11R-1873-07","TCGA-CR-6471-01A-11R-1873-07",33.6012315789474,"TCGA-HNSC"
"TCGA-IQ-A61G-01A-11R-A30B-07","TCGA-IQ-A61G-01A-11R-A30B-07",5.97856140350877,"TCGA-HNSC"
"TCGA-CV-7177-01A-11R-2016-07","TCGA-CV-7177-01A-11R-2016-07",87.8944421052632,"TCGA-HNSC"
"TCGA-CR-5249-01A-01R-1514-07","TCGA-CR-5249-01A-01R-1514-07",15.3640228070175,"TCGA-HNSC"
"TCGA-BA-A6DL-01A-21R-A30B-07","TCGA-BA-A6DL-01A-21R-A30B-07",7.50240877192982,"TCGA-HNSC"
"TCGA-H7-7774-01A-21R-2081-07","TCGA-H7-7774-01A-21R-2081-07",5.0786,"TCGA-HNSC"
"TCGA-BA-A6DI-01A-11R-A30B-07","TCGA-BA-A6DI-01A-11R-A30B-07",9.72580877192982,"TCGA-HNSC"
"TCGA-D6-A74Q-01A-11R-A34R-07","TCGA-D6-A74Q-01A-11R-A34R-07",18.5727596491228,"TCGA-HNSC"
"TCGA-H7-8501-01A-11R-2403-07","TCGA-H7-8501-01A-11R-2403-07",15.8843614035088,"TCGA-HNSC"
"TCGA-D6-A6EM-01A-21R-A31N-07","TCGA-D6-A6EM-01A-21R-A31N-07",7.75394561403509,"TCGA-HNSC"
"TCGA-CQ-A4C7-01A-11R-A24Z-07","TCGA-CQ-A4C7-01A-11R-A24Z-07",44.5777754385965,"TCGA-HNSC"
"TCGA-BA-4077-01B-01R-1436-07","TCGA-BA-4077-01B-01R-1436-07",12.7734701754386,"TCGA-HNSC"
"TCGA-IQ-7631-01A-11R-2081-07","TCGA-IQ-7631-01A-11R-2081-07",122.168254385965,"TCGA-HNSC"
"TCGA-CV-7416-01A-11R-2081-07","TCGA-CV-7416-01A-11R-2081-07",61.9822631578947,"TCGA-HNSC"
"TCGA-CQ-6225-01A-11R-1915-07","TCGA-CQ-6225-01A-11R-1915-07",4.28523684210526,"TCGA-HNSC"
"TCGA-CV-7437-01A-21R-2132-07","TCGA-CV-7437-01A-21R-2132-07",10.2903649122807,"TCGA-HNSC"
"TCGA-CR-6472-01A-11R-1873-07","TCGA-CR-6472-01A-11R-1873-07",19.826901754386,"TCGA-HNSC"
"TCGA-CX-7219-01A-11R-2016-07","TCGA-CX-7219-01A-11R-2016-07",52.2868631578947,"TCGA-HNSC"
"TCGA-HD-8635-01A-11R-2403-07","TCGA-HD-8635-01A-11R-2403-07",21.6082210526316,"TCGA-HNSC"
"TCGA-BA-6870-01A-11R-1873-07","TCGA-BA-6870-01A-11R-1873-07",18.7585596491228,"TCGA-HNSC"
"TCGA-CR-7389-01A-11R-2016-07","TCGA-CR-7389-01A-11R-2016-07",34.4004263157895,"TCGA-HNSC"
"TCGA-QK-AA3K-01A-11R-A39I-07","TCGA-QK-AA3K-01A-11R-A39I-07",85.9826543859649,"TCGA-HNSC"
"TCGA-CR-6478-01A-11R-1873-07","TCGA-CR-6478-01A-11R-1873-07",18.4966649122807,"TCGA-HNSC"
"TCGA-HD-A6I0-01A-11R-A31N-07","TCGA-HD-A6I0-01A-11R-A31N-07",9.39985438596491,"TCGA-HNSC"
"TCGA-QK-A64Z-01A-11R-A30B-07","TCGA-QK-A64Z-01A-11R-A30B-07",22.4745245614035,"TCGA-HNSC"
"TCGA-CN-5365-01A-01R-1436-07","TCGA-CN-5365-01A-01R-1436-07",8.39038596491228,"TCGA-HNSC"
"TCGA-CN-4726-01A-01R-1436-07","TCGA-CN-4726-01A-01R-1436-07",51.8265578947368,"TCGA-HNSC"
"TCGA-BB-4224-01A-01R-1436-07","TCGA-BB-4224-01A-01R-1436-07",9.69576666666667,"TCGA-HNSC"
"TCGA-CV-6938-01A-11R-1915-07","TCGA-CV-6938-01A-11R-1915-07",7.87714912280702,"TCGA-HNSC"
"TCGA-F7-A623-01A-11R-A28V-07","TCGA-F7-A623-01A-11R-A28V-07",10.9623438596491,"TCGA-HNSC"
"TCGA-CV-7435-01A-11R-2132-07","TCGA-CV-7435-01A-11R-2132-07",105.382647368421,"TCGA-HNSC"
"TCGA-CQ-6223-01A-11R-1915-07","TCGA-CQ-6223-01A-11R-1915-07",8.40754385964912,"TCGA-HNSC"
"TCGA-CV-A45X-01A-21R-A24Z-07","TCGA-CV-A45X-01A-21R-A24Z-07",9.09945087719298,"TCGA-HNSC"
"TCGA-CV-A461-01A-41R-A266-07","TCGA-CV-A461-01A-41R-A266-07",15.0406438596491,"TCGA-HNSC"
"TCGA-CV-6955-01A-11R-2016-07","TCGA-CV-6955-01A-11R-2016-07",3.41526842105263,"TCGA-HNSC"
"TCGA-CN-6011-01A-11R-1686-07","TCGA-CN-6011-01A-11R-1686-07",24.4409947368421,"TCGA-HNSC"
"TCGA-T2-A6WZ-01A-21R-A34R-07","TCGA-T2-A6WZ-01A-21R-A34R-07",11.9121350877193,"TCGA-HNSC"
"TCGA-CN-4737-01A-01R-1436-07","TCGA-CN-4737-01A-01R-1436-07",47.3848877192982,"TCGA-HNSC"
"TCGA-BB-A5HZ-01A-21R-A28V-07","TCGA-BB-A5HZ-01A-21R-A28V-07",17.5027684210526,"TCGA-HNSC"
"TCGA-CR-7382-01A-11R-2132-07","TCGA-CR-7382-01A-11R-2132-07",79.9221473684211,"TCGA-HNSC"
"TCGA-CV-6959-01A-11R-1915-07","TCGA-CV-6959-01A-11R-1915-07",24.7729175438596,"TCGA-HNSC"
"TCGA-UP-A6WW-01A-12R-A34R-07","TCGA-UP-A6WW-01A-12R-A34R-07",20.2006368421053,"TCGA-HNSC"
"TCGA-CN-4735-01A-01R-1436-07","TCGA-CN-4735-01A-01R-1436-07",19.1248438596491,"TCGA-HNSC"
"TCGA-HZ-7918-01A-11R-2156-07","TCGA-HZ-7918-01A-11R-2156-07",56.8044701754386,"TCGA-PAAD"
"TCGA-3A-A9IS-01A-21R-A39D-07","TCGA-3A-A9IS-01A-21R-A39D-07",12.2185122807018,"TCGA-PAAD"
"TCGA-HZ-7924-01A-11R-2156-07","TCGA-HZ-7924-01A-11R-2156-07",19.4933175438596,"TCGA-PAAD"
"TCGA-IB-AAUW-01A-12R-A38C-07","TCGA-IB-AAUW-01A-12R-A38C-07",23.1735666666667,"TCGA-PAAD"
"TCGA-2J-AABP-01A-11R-A41B-07","TCGA-2J-AABP-01A-11R-A41B-07",57.4253596491228,"TCGA-PAAD"
"TCGA-2L-AAQM-01A-11R-A39D-07","TCGA-2L-AAQM-01A-11R-A39D-07",18.1757245614035,"TCGA-PAAD"
"TCGA-3A-A9IO-01A-11R-A38C-07","TCGA-3A-A9IO-01A-11R-A38C-07",11.8069192982456,"TCGA-PAAD"
"TCGA-US-A77J-01A-11R-A32O-07","TCGA-US-A77J-01A-11R-A32O-07",47.1724228070175,"TCGA-PAAD"
"TCGA-3A-A9IV-01A-11R-A41B-07","TCGA-3A-A9IV-01A-11R-A41B-07",34.9724614035088,"TCGA-PAAD"
"TCGA-3A-A9IR-01A-11R-A38C-07","TCGA-3A-A9IR-01A-11R-A38C-07",7.26609298245614,"TCGA-PAAD"
"TCGA-IB-7654-01A-11R-2156-07","TCGA-IB-7654-01A-11R-2156-07",82.0020192982456,"TCGA-PAAD"
"TCGA-IB-AAUV-01A-11R-A38C-07","TCGA-IB-AAUV-01A-11R-A38C-07",194.025778947368,"TCGA-PAAD"
"TCGA-FB-AAPP-01A-12R-A41B-07","TCGA-FB-AAPP-01A-12R-A41B-07",7.27477192982456,"TCGA-PAAD"
"TCGA-F2-7273-01A-11R-2156-07","TCGA-F2-7273-01A-11R-2156-07",69.2981964912281,"TCGA-PAAD"
"TCGA-HZ-8638-01A-11R-2404-07","TCGA-HZ-8638-01A-11R-2404-07",24.3792719298246,"TCGA-PAAD"
"TCGA-HZ-7923-01A-12R-2156-07","TCGA-HZ-7923-01A-12R-2156-07",54.1655333333333,"TCGA-PAAD"
"TCGA-H8-A6C1-01A-11R-A32O-07","TCGA-H8-A6C1-01A-11R-A32O-07",40.9010333333333,"TCGA-PAAD"
"TCGA-HZ-7289-01A-11R-2156-07","TCGA-HZ-7289-01A-11R-2156-07",24.1574614035088,"TCGA-PAAD"
"TCGA-RL-AAAS-01A-32R-A39D-07","TCGA-RL-AAAS-01A-32R-A39D-07",71.7959263157895,"TCGA-PAAD"
"TCGA-3A-A9IN-01A-11R-A39D-07","TCGA-3A-A9IN-01A-11R-A39D-07",22.2799421052632,"TCGA-PAAD"
"TCGA-HZ-7920-01A-11R-2204-07","TCGA-HZ-7920-01A-11R-2204-07",36.8916298245614,"TCGA-PAAD"
"TCGA-3A-A9IL-01A-11R-A38C-07","TCGA-3A-A9IL-01A-11R-A38C-07",19.3097543859649,"TCGA-PAAD"
"TCGA-F2-7276-01A-11R-2156-07","TCGA-F2-7276-01A-11R-2156-07",62.9578473684211,"TCGA-PAAD"
"TCGA-F2-6880-01A-11R-2156-07","TCGA-F2-6880-01A-11R-2156-07",10.2851859649123,"TCGA-PAAD"
"TCGA-3A-A9IJ-01A-11R-A39D-07","TCGA-3A-A9IJ-01A-11R-A39D-07",10.7730754385965,"TCGA-PAAD"
"TCGA-FB-A7DR-01A-21R-A33R-07","TCGA-FB-A7DR-01A-21R-A33R-07",67.8916403508772,"TCGA-PAAD"
"TCGA-M8-A5N4-01A-11R-A26U-07","TCGA-M8-A5N4-01A-11R-A26U-07",58.6601807017544,"TCGA-PAAD"
"TCGA-IB-AAUP-01A-11R-A37L-07","TCGA-IB-AAUP-01A-11R-A37L-07",78.9592263157895,"TCGA-PAAD"
"TCGA-HZ-8637-01A-11R-2404-07","TCGA-HZ-8637-01A-11R-2404-07",37.7595807017544,"TCGA-PAAD"
"TCGA-IB-7888-01A-11R-2156-07","TCGA-IB-7888-01A-11R-2156-07",71.6397,"TCGA-PAAD"
"TCGA-FB-A78T-01A-12R-A32O-07","TCGA-FB-A78T-01A-12R-A32O-07",16.7882263157895,"TCGA-PAAD"
"TCGA-HV-A7OL-01A-11R-A33R-07","TCGA-HV-A7OL-01A-11R-A33R-07",30.0393052631579,"TCGA-PAAD"
"TCGA-2J-AABO-01A-21R-A41B-07","TCGA-2J-AABO-01A-21R-A41B-07",77.1548912280702,"TCGA-PAAD"
"TCGA-HZ-A8P1-01A-11R-A37L-07","TCGA-HZ-A8P1-01A-11R-A37L-07",17.9012596491228,"TCGA-PAAD"
"TCGA-FB-AAPS-01A-12R-A39D-07","TCGA-FB-AAPS-01A-12R-A39D-07",185.987187719298,"TCGA-PAAD"
"TCGA-2J-AABI-01A-12R-A41B-07","TCGA-2J-AABI-01A-12R-A41B-07",38.7151578947368,"TCGA-PAAD"
"TCGA-XD-AAUI-01A-42R-A41B-07","TCGA-XD-AAUI-01A-42R-A41B-07",35.2270315789474,"TCGA-PAAD"
"TCGA-IB-AAUN-01A-12R-A38C-07","TCGA-IB-AAUN-01A-12R-A38C-07",42.6319736842105,"TCGA-PAAD"
"TCGA-IB-7647-01A-11R-2156-07","TCGA-IB-7647-01A-11R-2156-07",55.7491964912281,"TCGA-PAAD"
"TCGA-FB-AAPY-01A-11R-A41B-07","TCGA-FB-AAPY-01A-11R-A41B-07",31.3803824561404,"TCGA-PAAD"
"TCGA-RB-A7B8-01A-12R-A33R-07","TCGA-RB-A7B8-01A-12R-A33R-07",83.2665526315789,"TCGA-PAAD"
"TCGA-FB-A545-01A-11R-A26U-07","TCGA-FB-A545-01A-11R-A26U-07",53.6598,"TCGA-PAAD"
"TCGA-2J-AABR-01A-11R-A41B-07","TCGA-2J-AABR-01A-11R-A41B-07",41.2363596491228,"TCGA-PAAD"
"TCGA-IB-AAUO-01A-12R-A38C-07","TCGA-IB-AAUO-01A-12R-A38C-07",26.4300403508772,"TCGA-PAAD"
"TCGA-3A-A9I7-01A-21R-A38C-07","TCGA-3A-A9I7-01A-21R-A38C-07",79.9600105263158,"TCGA-PAAD"
"TCGA-IB-A5SS-01A-11R-A32O-07","TCGA-IB-A5SS-01A-11R-A32O-07",111.040275438596,"TCGA-PAAD"
"TCGA-2L-AAQA-01A-21R-A38C-07","TCGA-2L-AAQA-01A-21R-A38C-07",42.8675438596491,"TCGA-PAAD"
"TCGA-FB-AAQ6-01A-11R-A41B-07","TCGA-FB-AAQ6-01A-11R-A41B-07",23.6119438596491,"TCGA-PAAD"
"TCGA-HZ-8519-01A-11R-2404-07","TCGA-HZ-8519-01A-11R-2404-07",42.3875035087719,"TCGA-PAAD"
"TCGA-IB-7885-01A-11R-2156-07","TCGA-IB-7885-01A-11R-2156-07",97.8993052631579,"TCGA-PAAD"
"TCGA-S4-A8RO-01A-12R-A37L-07","TCGA-S4-A8RO-01A-12R-A37L-07",24.7910438596491,"TCGA-PAAD"
"TCGA-IB-A5ST-01A-11R-A32O-07","TCGA-IB-A5ST-01A-11R-A32O-07",65.7021736842105,"TCGA-PAAD"
"TCGA-IB-A7LX-01A-12R-A36G-07","TCGA-IB-A7LX-01A-12R-A36G-07",28.0628807017544,"TCGA-PAAD"
"TCGA-US-A779-01A-11R-A32O-07","TCGA-US-A779-01A-11R-A32O-07",11.4956964912281,"TCGA-PAAD"
"TCGA-2L-AAQE-01A-11R-A39D-07","TCGA-2L-AAQE-01A-11R-A39D-07",34.0496701754386,"TCGA-PAAD"
"TCGA-2J-AABK-01A-31R-A41B-07","TCGA-2J-AABK-01A-31R-A41B-07",10.9243526315789,"TCGA-PAAD"
"TCGA-PZ-A5RE-01A-11R-A32O-07","TCGA-PZ-A5RE-01A-11R-A32O-07",63.7711298245614,"TCGA-PAAD"
"TCGA-IB-AAUM-01A-11R-A37L-07","TCGA-IB-AAUM-01A-11R-A37L-07",24.6611649122807,"TCGA-PAAD"
"TCGA-IB-A7M4-01A-11R-A36G-07","TCGA-IB-A7M4-01A-11R-A36G-07",25.8133631578947,"TCGA-PAAD"
"TCGA-IB-A6UG-01A-32R-A33R-07","TCGA-IB-A6UG-01A-32R-A33R-07",20.7199912280702,"TCGA-PAAD"
"TCGA-3A-A9IU-01A-11R-A39D-07","TCGA-3A-A9IU-01A-11R-A39D-07",49.4511105263158,"TCGA-PAAD"
"TCGA-HV-AA8X-01A-11R-A39D-07","TCGA-HV-AA8X-01A-11R-A39D-07",25.7745122807018,"TCGA-PAAD"
"TCGA-2J-AABA-01A-21R-A41B-07","TCGA-2J-AABA-01A-21R-A41B-07",59.9740438596491,"TCGA-PAAD"
"TCGA-2J-AABV-01A-12R-A41B-07","TCGA-2J-AABV-01A-12R-A41B-07",13.7003631578947,"TCGA-PAAD"
"TCGA-HV-A5A3-01A-11R-A26U-07","TCGA-HV-A5A3-01A-11R-A26U-07",37.7025157894737,"TCGA-PAAD"
"TCGA-IB-7886-01A-11R-2156-07","TCGA-IB-7886-01A-11R-2156-07",70.0571824561404,"TCGA-PAAD"
"TCGA-HV-A5A4-01A-11R-A26U-07","TCGA-HV-A5A4-01A-11R-A26U-07",62.5248157894737,"TCGA-PAAD"
"TCGA-IB-AAUQ-01A-22R-A41I-07","TCGA-IB-AAUQ-01A-22R-A41I-07",61.9767859649123,"TCGA-PAAD"
"TCGA-HZ-7919-01A-11R-2156-07","TCGA-HZ-7919-01A-11R-2156-07",46.7887877192982,"TCGA-PAAD"
"TCGA-S4-A8RM-01A-11R-A37L-07","TCGA-S4-A8RM-01A-11R-A37L-07",22.3893052631579,"TCGA-PAAD"
"TCGA-IB-7651-01A-11R-2156-07","TCGA-IB-7651-01A-11R-2156-07",57.1029035087719,"TCGA-PAAD"
"TCGA-IB-AAUU-01A-11R-A37L-07","TCGA-IB-AAUU-01A-11R-A37L-07",28.2454421052632,"TCGA-PAAD"
"TCGA-2J-AABE-01A-12R-A41B-07","TCGA-2J-AABE-01A-12R-A41B-07",69.5127789473684,"TCGA-PAAD"
"TCGA-3A-A9IB-01A-21R-A39D-07","TCGA-3A-A9IB-01A-21R-A39D-07",65.8375947368421,"TCGA-PAAD"
"TCGA-XN-A8T5-01A-12R-A36G-07","TCGA-XN-A8T5-01A-12R-A36G-07",67.0569684210526,"TCGA-PAAD"
"TCGA-US-A77G-01A-11R-A32O-07","TCGA-US-A77G-01A-11R-A32O-07",12.8977210526316,"TCGA-PAAD"
"TCGA-3A-A9IZ-01A-12R-A41B-07","TCGA-3A-A9IZ-01A-12R-A41B-07",53.5801350877193,"TCGA-PAAD"
"TCGA-XD-AAUL-01A-21R-A39D-07","TCGA-XD-AAUL-01A-21R-A39D-07",75.225550877193,"TCGA-PAAD"
"TCGA-IB-7897-01A-21R-2204-07","TCGA-IB-7897-01A-21R-2204-07",49.5990754385965,"TCGA-PAAD"
"TCGA-HZ-8315-01A-11R-2404-07","TCGA-HZ-8315-01A-11R-2404-07",60.4433456140351,"TCGA-PAAD"
"TCGA-HZ-8636-01A-21R-2404-07","TCGA-HZ-8636-01A-21R-2404-07",61.8832052631579,"TCGA-PAAD"
"TCGA-IB-7893-01A-11R-2204-07","TCGA-IB-7893-01A-11R-2204-07",225.287289473684,"TCGA-PAAD"
"TCGA-US-A774-01A-21R-A32O-07","TCGA-US-A774-01A-21R-A32O-07",82.7506736842105,"TCGA-PAAD"
"TCGA-IB-8127-01A-11R-2404-07","TCGA-IB-8127-01A-11R-2404-07",51.7632280701754,"TCGA-PAAD"
"TCGA-2J-AABU-01A-11R-A41B-07","TCGA-2J-AABU-01A-11R-A41B-07",57.8070245614035,"TCGA-PAAD"
"TCGA-HV-AA8V-01A-11R-A41B-07","TCGA-HV-AA8V-01A-11R-A41B-07",117.957984210526,"TCGA-PAAD"
"TCGA-3A-A9IH-01A-12R-A39D-07","TCGA-3A-A9IH-01A-12R-A39D-07",29.3573561403509,"TCGA-PAAD"
"TCGA-HZ-A49H-01A-11R-A26U-07","TCGA-HZ-A49H-01A-11R-A26U-07",47.6106403508772,"TCGA-PAAD"
"TCGA-Q3-A5QY-01A-12R-A32O-07","TCGA-Q3-A5QY-01A-12R-A32O-07",38.4458035087719,"TCGA-PAAD"
"TCGA-IB-7644-01A-11R-2156-07","TCGA-IB-7644-01A-11R-2156-07",62.597549122807,"TCGA-PAAD"
"TCGA-IB-7652-01A-11R-2156-07","TCGA-IB-7652-01A-11R-2156-07",50.1865596491228,"TCGA-PAAD"
"TCGA-HV-A5A5-01A-11R-A26U-07","TCGA-HV-A5A5-01A-11R-A26U-07",49.8888859649123,"TCGA-PAAD"
"TCGA-2L-AAQL-01A-11R-A38C-07","TCGA-2L-AAQL-01A-11R-A38C-07",35.3916614035088,"TCGA-PAAD"
"TCGA-F2-A7TX-01A-33R-A38C-07","TCGA-F2-A7TX-01A-33R-A38C-07",26.7896456140351,"TCGA-PAAD"
"TCGA-F2-A44G-01A-11R-A26U-07","TCGA-F2-A44G-01A-11R-A26U-07",57.188198245614,"TCGA-PAAD"
"TCGA-HZ-8005-01A-11R-2204-07","TCGA-HZ-8005-01A-11R-2204-07",151.944763157895,"TCGA-PAAD"
"TCGA-Q3-AA2A-01A-11R-A37L-07","TCGA-Q3-AA2A-01A-11R-A37L-07",22.0335333333333,"TCGA-PAAD"
"TCGA-HZ-A49I-01A-12R-A26U-07","TCGA-HZ-A49I-01A-12R-A26U-07",35.9956473684211,"TCGA-PAAD"
"TCGA-HZ-7926-01A-11R-2156-07","TCGA-HZ-7926-01A-11R-2156-07",37.1903298245614,"TCGA-PAAD"
"TCGA-HZ-A4BH-01A-11R-A26U-07","TCGA-HZ-A4BH-01A-11R-A26U-07",56.6002578947368,"TCGA-PAAD"
"TCGA-2J-AAB8-01A-12R-A41B-07","TCGA-2J-AAB8-01A-12R-A41B-07",87.233201754386,"TCGA-PAAD"
"TCGA-LB-A9Q5-01A-11R-A39D-07","TCGA-LB-A9Q5-01A-11R-A39D-07",36.4918105263158,"TCGA-PAAD"
"TCGA-IB-7889-01A-11R-2156-07","TCGA-IB-7889-01A-11R-2156-07",31.5969105263158,"TCGA-PAAD"
"TCGA-2J-AAB4-01A-12R-A41B-07","TCGA-2J-AAB4-01A-12R-A41B-07",29.2549315789474,"TCGA-PAAD"
"TCGA-3A-A9I9-01A-11R-A38C-07","TCGA-3A-A9I9-01A-11R-A38C-07",30.3185035087719,"TCGA-PAAD"
"TCGA-2J-AABT-01A-11R-A41B-07","TCGA-2J-AABT-01A-11R-A41B-07",35.1820561403509,"TCGA-PAAD"
"TCGA-FB-A5VM-01A-11R-A32O-07","TCGA-FB-A5VM-01A-11R-A32O-07",39.067298245614,"TCGA-PAAD"
