,gene,log2FC,p_value,adjusted_p,-log10(adjusted_p)
10316,CPEB3,0.024401182,0.022242452904529485,0.049574914974298424,1.3047380219784273
10317,MARCH5,0.113916814,7.450723491042878e-21,4.349782483409362e-20,19.3615324599688
10318,IDE,0.089235574,8.541248292092568e-14,3.8804522855487625e-13,12.411117652325773
10319,KIF11,0.06265724,1.4548788177288824e-08,5.18559757198084e-08,7.285201189658743
10320,HHEX,0.0051299,0.6559575291231922,0.9935484106201018,0.0028109670514391695
10321,EXOC6,0.082319826,1.0019899903226446e-10,3.986092627414463e-10,9.39945261353629
10322,CYP26A1,0.0029028724,0.8704751804283621,0.9999853635789433,6.356563418520975e-06
10323,MYOF,0.16898678,1.5681978674211094e-34,1.2982645493159388e-33,32.886636801679394
10324,CEP55,0.07302141,2.486418271706213e-16,1.2398809686182515e-15,14.90662000609066
10325,FRA10AC1,-0.03431821,0.0029850577355247316,0.007346380735845479,2.1339265675246346
10326,SLC35G1,0.0062974244,0.29419763121504594,0.5292597627150353,0.2763311222473062
10327,PLCE1,0.011719927,0.18718512969628054,0.35503229626950455,0.4497321386247485
10328,AL139124.1,0.0062105823,0.5519968082286285,0.8850360373661199,0.05303904510940111
10329,NOC3L,0.17409968,2.845272973636003e-51,3.36948154401053e-50,49.47243691808923
10330,TBC1D12,0.013151962,0.3157614698014668,0.5626752967603218,0.24974215134002045
10331,HELLS,0.07675743,8.171124448279293e-32,6.4001772835799516e-31,30.193807995982652
10332,PDLIM1,0.0259915,0.49401321079840455,0.8142634561247184,0.08923505576287333
10333,SORBS1,0.01007602,0.4112678126243936,0.7026840268822288,0.15323991855008895
10334,ALDH18A1,0.08236334,1.2934997621473405e-10,5.116204987108769e-10,9.291052063296837
10335,TCTN3,0.16842318,7.405325484850831e-35,6.170644469715869e-34,33.20966947534685
10336,ENTPD1,0.29859847,9.778464462277119e-82,1.8842510939055975e-80,79.7248612239256
10337,ENTPD1-AS1,0.015605867,0.08405199799324613,0.17145993932411902,0.7658373342964708
10338,CC2D2B,0.0034180116,0.5930327879426466,0.9301831399853019,0.03143153654854779
10339,CCNJ,0.033103846,0.005208676781648999,0.0125139806811027,1.9026045198153434
10340,ZNF518A,0.06058505,9.690317917960534e-06,2.912306974940677e-05,4.53576284965559
10341,BLNK,0.00037585336,0.9953028551386932,0.9999853635789433,6.356563418520975e-06
10342,TLL2,8.589239e-06,0.9719187174325885,0.9999853635789433,6.356563418520975e-06
10343,TM9SF3,0.1487484,1.6712358914865418e-51,1.9936651241869473e-50,49.70034778831693
10344,PIK3AP1,-0.0028453656,0.9673382680361153,0.9999853635789433,6.356563418520975e-06
10345,LCOR,0.07696974,3.2435042213320313e-09,1.195636827166757e-08,7.9224007165927866
10346,SLIT1,-0.0018407775,0.8713446169144115,0.9999853635789433,6.356563418520975e-06
10347,ARHGAP19-SLIT1,4.05694e-05,0.9864063354058193,0.9999853635789433,6.356563418520975e-06
10348,ARHGAP19,0.06339753,1.3576609713247566e-06,4.318337511424635e-06,5.364683417207671
10349,FRAT1,0.016358495,0.19124878629886322,0.3620102462788474,0.4412791370928337
10350,FRAT2,0.12461737,6.922420849445516e-24,4.3756355471822096e-23,22.35895885816438
10351,RRP12,0.19679552,3.775015881726147e-55,4.7909747336427934e-54,53.31957611949219
10352,AL355490.2,-0.0014573899,0.913158909660114,0.9999853635789433,6.356563418520975e-06
10353,PGAM1,0.06892586,5.390522733318639e-89,1.164170622188453e-87,86.93398336432139
10354,EXOSC1,0.18861985,4.210355657428353e-119,1.3565690065970056e-117,116.86755810944236
10355,ZDHHC16,0.16952312,5.676109355600094e-48,6.300446151262624e-47,46.200628695916116
10356,MMS19,0.05878511,6.815427681786757e-07,2.203461902110121e-06,5.656894454047361
10357,UBTD1,0.017905233,0.0924571858835182,0.18706940461292967,0.7279972359863689
10358,ANKRD2,0.0030946652,0.8188743760737893,0.9999853635789433,6.356563418520975e-06
10359,MORN4,0.015195351,0.1772054969998963,0.3377519396026589,0.47140214828279886
10360,PI4K2A,0.052646875,9.864295645866301e-07,3.1600382432708923e-06,5.500307661450894
10361,AVPI1,0.0048640072,0.49328861844403993,0.8131440887736284,0.08983249079626549
10362,MARVELD1,0.025345247,0.008059322761996323,0.018967729617006875,1.7219846498079607
10363,ZFYVE27,0.067535415,6.855161883078992e-08,2.3578381379730438e-07,6.627486011877881
10364,GOLGA7B,-0.024294335,0.1140784197808693,0.22658561618588302,0.6447676629164499
10365,R3HCC1L,0.042274088,0.0002497292135052975,0.0006756633011033552,3.1702696692963355
10366,AL139241.1,-3.2649725e-05,0.9904096262848612,0.9999853635789433,6.356563418520975e-06
10367,PYROXD2,-0.0013347864,0.6720500642325227,0.9999853635789433,6.356563418520975e-06
10368,HPS1,0.04269606,5.544595632370334e-06,1.694555787011559e-05,4.770944129044089
10369,GOT1,0.10425526,7.697006272161704e-19,4.1847937415261654e-18,17.378325942479446
10370,AL391684.1,-0.0063568037,0.5515620303971418,0.8845768813956673,0.053264415196453814
10371,SLC25A28,0.04448402,0.00025526572126242735,0.0006900471092388096,3.161121259140901
10372,AL353719.1,0.00012266077,0.9125606366465115,0.9999853635789433,6.356563418520975e-06
10373,AL133353.1,0.001543479,0.9390832924964961,0.9999853635789433,6.356563418520975e-06
10374,ENTPD7,0.006150406,0.5253882832247407,0.8536826061291108,0.0687035672829103
10375,CUTC,-0.03234124,0.001524303089563982,0.0038493980860871526,2.414607173953183
10376,COX15,0.07027033,8.205003700339268e-08,2.8080741850615654e-07,6.551591422989064
10377,ABCC2,0.0017896865,0.8842704645697809,0.9999853635789433,6.356563418520975e-06
10378,DNMBP,0.002071401,0.6351478957739616,0.9747437926733592,0.011109521788903176
10379,ERLIN1,0.040022835,0.0004225860752149839,0.0011246739391270043,2.9489733681863104
10380,CHUK,0.10441062,3.637979337218876e-17,1.8634874393625878e-16,15.729673530215697
10381,CWF19L1,0.05463484,3.516059928563389e-06,1.0879768756284917e-05,4.9633803352386385
10382,BLOC1S2,0.29689145,5.89776359623192e-245,6.848299261546702e-243,242.16441726982643
10383,SCD,-0.39084738,8.082157957584115e-173,4.866166619445089e-171,170.31281302473798
10384,OLMALINC,-0.09864338,3.240009201632731e-14,1.4940135261370938e-13,12.825645470592836
10385,SEC31B,-0.12542406,2.6073835984335368e-21,1.538278901589855e-20,19.81296491652397
10386,NDUFB8,-0.028673172,1.9040196062443733e-21,1.1274065761212544e-20,19.94791943628464
10387,HIF1AN,0.044637322,0.0002826925617541925,0.0007618852131557604,3.1181104552328374
10388,PAX2,0.00022331951,0.9737014726303723,0.9999853635789433,6.356563418520975e-06
10389,AL138762.1,-0.010014653,0.6183582540692885,0.9563641497376766,0.01937671221217942
10390,SLF2,0.012002468,0.48173889224652,0.7985959832346594,0.09767287854364673
10391,MRPL43,0.09471083,9.122038593388873e-35,7.58699042451069e-34,33.11993046405571
10392,SEMA4G,-0.00020932406,0.977415594352036,0.9999853635789433,6.356563418520975e-06
10393,TWNK,0.06456019,6.48358632834524e-08,2.2326110287592831e-07,6.651186934240765
10394,LZTS2,-0.0072864816,0.7002237414552419,0.9999853635789433,6.356563418520975e-06
10395,PDZD7,0.005114684,0.7986379948572884,0.9999853635789433,6.356563418520975e-06
10396,SFXN3,0.0076550394,0.5172714333551716,0.843502441296478,0.07391365612161972
10397,AL133215.2,0.009760499,0.18247797301696067,0.3468400418249671,0.4598707700776701
10398,KAZALD1,-0.002276904,0.8493281938163699,0.9999853635789433,6.356563418520975e-06
10399,BTRC,0.06059459,1.0502985839703515e-07,3.568580520341597e-07,6.447504499510804
10400,DPCD,0.101306185,1.2935765312333124e-16,6.517817844889854e-16,15.185897781039426
10401,POLL,0.0149526,0.10423685848339143,0.20889426240053857,0.6800734884160811
10402,FBXW4,0.022162825,0.10887311602769359,0.21745437962774677,0.662631841026886
10403,NPM3,0.27306634,2.7401991221654395e-122,9.280348617909544e-121,120.03243570912697
10404,OGA,0.12004411,5.742845528117953e-26,3.859209460120452e-25,24.413501649284058
10405,KCNIP2-AS1,0.0007279529,0.9937066398289592,0.9999853635789433,6.356563418520975e-06
10406,KCNIP2,-0.002323294,0.9450425661943933,0.9999853635789433,6.356563418520975e-06
10407,ARMH3,0.080539465,5.471882902045583e-12,2.2963672859511646e-11,10.63895864871963
10408,HPS6,0.049351186,7.350846344859699e-05,0.0002077569690829479,3.682444399151532
10409,LDB1,0.109540105,5.217152301535487e-18,2.7568888137132854e-17,16.559580748788857
10410,PPRC1,0.0849531,7.418275065664335e-12,3.097212111235341e-11,10.509029051154473
10411,NOLC1,0.20609128,1.7802214907386198e-103,4.6883535636801174e-102,101.32897964422433
10412,GBF1,0.12372729,1.2917971152420092e-24,8.336310362597476e-24,23.079026124868168
10413,NFKB2,0.08956754,5.7497760623069e-11,2.313625012290099e-10,9.635707029260713
10414,PSD,0.012406557,0.31318433872914553,0.5587511069694284,0.25278160345689626
10415,FBXL15,0.014817953,0.32059506539904414,0.5696423846845894,0.24439770415032985
10416,CUEDC2,0.09598386,1.3612806928468724e-38,1.2337770577540685e-37,36.90876330977971
10417,C10orf95,-0.008278057,0.5566656757736154,0.8898887550673868,0.050664281085484916
10418,MFSD13A,0.07952109,5.924478067727843e-11,2.3817787051958024e-10,9.623098591961945
10419,ACTR1A,0.15260899,1.006004703460833e-52,1.2246001434504162e-51,50.91200569402676
10420,AL121928.1,8.682371e-05,0.9897685575799561,0.9999853635789433,6.356563418520975e-06
10421,SUFU,0.026529491,0.017603634068450287,0.03976104388177694,1.4005422222087207
10422,TRIM8,0.13316724,5.061217023044386e-24,3.2116636907764265e-23,22.493269938140223
10423,AL391121.1,0.00030951947,0.9889181705809255,0.9999853635789433,6.356563418520975e-06
10424,ARL3,0.20515156,5.613313123597097e-107,1.5490318715457298e-105,104.80993964647963
10425,SFXN2,0.06890339,3.6697930384491104e-08,1.2807033394525174e-07,6.892551458045759
10426,WBP1L,0.051167354,8.162869576727857e-06,2.4644341342402084e-05,4.608282784536353
10427,CYP17A1-AS1,0.001949793,0.8659282793956494,0.9999853635789433,6.356563418520975e-06
10428,AL358790.1,0.00060545374,0.994482938512915,0.9999853635789433,6.356563418520975e-06
10429,BORCS7,0.09828925,3.88905361987502e-16,1.931242900044574e-15,14.714163099853552
10430,CNNM2,0.03842546,0.0012575141764703385,0.003205540770298303,2.494098695085669
10431,NT5C2,0.0863983,1.4803028747375603e-11,6.10488376523456e-11,10.214322600449286
10432,INA,0.021158043,0.057637505893251964,0.12092853225192204,0.9174712182656263
10433,PCGF6,0.063869834,3.1752418403343746e-07,1.0470159429994336e-06,5.980046705232368
10434,TAF5,0.03819433,0.0019061194359631974,0.004774510121010492,2.321071181704539
10435,ATP5MD,0.09227681,1.2351788441752911e-172,7.338029266293209e-171,170.1344205604781
10436,PDCD11,0.22298682,1.8084160983715387e-81,3.477214695815039e-80,79.4587684935764
10437,CALHM2,0.0047465563,0.749176486581862,0.9999853635789433,6.356563418520975e-06
10438,AL139339.2,0.005367196,0.6489548451644008,0.9866188183327508,0.005850605253230337
10439,AL139339.1,0.00015325192,0.8836836033457004,0.9999853635789433,6.356563418520975e-06
10440,CALHM1,-0.000245783,0.9761600577812811,0.9999853635789433,6.356563418520975e-06
10441,CALHM3,-0.0056502484,0.5926358532654955,0.9300144210700826,0.03151031709918113
10442,NEURL1,0.026934236,0.020184738026092268,0.04525937120784727,1.3442914840282005
10443,SH3PXD2A,0.014785513,0.4111869094535996,0.702612930229266,0.15328386212220532
10444,AL121929.2,0.0014682114,0.9186583456537486,0.9999853635789433,6.356563418520975e-06
10445,SH3PXD2A-AS1,-0.0013718428,0.8821865341031331,0.9999853635789433,6.356563418520975e-06
10446,STN1,-0.13870418,1.2624554518155293e-36,1.0937610653762256e-35,34.96107754027132
10447,SLK,0.06865448,1.8435175757102425e-10,7.230923730829251e-10,9.140806219223235
10448,COL17A1,-0.0004884241,0.9631466374862991,0.9999853635789433,6.356563418520975e-06
10449,SFR1,0.035596967,0.004005881163651382,0.009720880305117927,2.0122944043799125
10450,CFAP43,0.0012436089,0.9301030876849187,0.9999853635789433,6.356563418520975e-06
10451,GSTO1,0.04019344,1.4924183586649153e-22,9.092819451327433e-22,21.04130143225712
10452,GSTO2,0.008402303,0.6755506742712338,0.9999853635789433,6.356563418520975e-06
10453,ITPRIP,0.019701555,0.08332304729208417,0.17005052860956965,0.7694220137056056
10454,CFAP58,0.00035617035,0.9972349107868221,0.9999853635789433,6.356563418520975e-06
10455,XPNPEP1,0.06839079,5.572489345247522e-08,1.9244351964410233e-07,6.7156967087844714
10456,ADD3,-0.08792484,1.2661923720827806e-17,6.612748831070176e-17,16.179617972585874
10457,MXI1,-0.07995987,5.480801079164012e-06,1.6759180044051106e-05,4.775747233382065
10458,SMNDC1,0.12379795,2.1676858321911393e-33,1.7531686138056062e-32,31.756176312928552
10459,AL355512.1,0.0003067741,0.981239209161605,0.9999853635789433,6.356563418520975e-06
10460,DUSP5,-0.11641711,6.745745113570076e-16,3.3221540655703687e-15,14.478580230922686
10461,SMC3,0.0433352,7.575853373211371e-25,4.9352061937983874e-24,23.306694697714075
10462,RBM20,-0.00016222068,0.9772412108561095,0.9999853635789433,6.356563418520975e-06
10463,AL136368.1,0.00034487413,0.9720712705826525,0.9999853635789433,6.356563418520975e-06
10464,PDCD4-AS1,0.000875704,0.8409329736246977,0.9999853635789433,6.356563418520975e-06
10465,PDCD4,0.043307066,0.009803005835803597,0.02282814824271909,1.6415293158678734
10466,BBIP1,0.037941158,0.0025419398078622367,0.006294830029662446,2.201015992033683
10467,AL158163.2,0.00097064034,0.9532687354737944,0.9999853635789433,6.356563418520975e-06
10468,AL158163.1,0.0002875115,0.9440766852069618,0.9999853635789433,6.356563418520975e-06
10469,SHOC2,0.12814367,3.816475464869654e-27,2.657562860700902e-26,25.575516454092472
10470,GPAM,0.025217593,0.006312819435160235,0.015029401829255135,1.8230583040054626
10471,ACSL5,0.16383636,1.0271987735879306e-45,1.0927048464782495e-44,43.96149713069097
10472,AL157786.1,-0.00089278026,0.9372874643806804,0.9999853635789433,6.356563418520975e-06
10473,ZDHHC6,0.07971728,1.2171571098168376e-11,5.0335808135394746e-11,10.298122954450525
10474,VTI1A,0.10085672,5.512800576735778e-16,2.722449597160707e-15,14.56504015193127
10475,TCF7L2,-0.0039026951,0.7208633900020025,0.9999853635789433,6.356563418520975e-06
10476,CASP7,0.08951011,2.5345148621397583e-12,1.0814171979189492e-11,10.966006728063604
10477,PLEKHS1,-0.00031246373,0.9863627282741807,0.9999853635789433,6.356563418520975e-06
10478,DCLRE1A,0.060717016,1.0913695914289156e-07,3.7032013347119294e-07,6.431422675696319
10479,NHLRC2,0.05665368,9.339834770068645e-06,2.809334320578091e-05,4.551396575165586
10480,ADRB1,0.0006836578,0.9963015899848794,0.9999853635789433,6.356563418520975e-06
10481,CCDC186,0.10102251,3.5487423734944177e-15,1.6953943660920966e-14,13.770729264365674
10482,TDRD1,0.008671194,0.5577927344312654,0.8910532139628273,0.05009635899307077
10483,AFAP1L2,-0.0072797313,0.3966995665725298,0.6817666169581911,0.16636426803202292
10484,ABLIM1,-0.015083879,0.07959043668085031,0.1631499393697649,0.7874130832698019
10485,AL137025.1,-8.001807e-05,0.9727904633888531,0.9999853635789433,6.356563418520975e-06
10486,FAM160B1,0.11658481,1.7018292331500764e-19,9.471556286084552e-19,18.02357865553445
10487,TRUB1,0.13536945,3.351707660572413e-27,2.3375677217767505e-26,25.631235798308747
10488,ATRNL1,-0.011553217,0.3814294280612738,0.6597718158823466,0.18060624057638106
10489,HSPA12A,-0.0005348957,0.9680267956978665,0.9999853635789433,6.356563418520975e-06
10490,SHTN1,0.0056654904,0.7610034656030973,0.9999853635789433,6.356563418520975e-06
10491,SLC18A2,0.0010388815,0.9345530296413652,0.9999853635789433,6.356563418520975e-06
10492,AL391988.1,0.007203076,0.43926712158391035,0.7418752047755464,0.12966914382550873
10493,PDZD8,0.0736672,9.615230248576697e-09,3.45746123677958e-08,7.461242680270597
10494,RAB11FIP2,0.033563375,0.000784908428610315,0.0020418580914183374,2.689974444548589
10495,CASC2,0.003086743,0.7750837754114333,0.9999853635789433,6.356563418520975e-06
10496,FAM204A,0.13560331,3.461076768297511e-54,4.309956460354881e-53,52.365527117106815
10497,CACUL1,0.08401173,2.459122007582617e-11,1.0044316980263216e-10,9.998079590203742
10498,NANOS1,0.005011441,0.708787579931317,0.9999853635789433,6.356563418520975e-06
10499,EIF3A,0.11339414,2.6873805989887632e-204,2.135810660938536e-202,201.67043725003032
10500,FAM45A,0.0400362,4.6043259451116935e-05,0.00013194640472834502,3.8796024389256525
10501,SFXN4,0.123778164,2.9213072705762273e-28,2.094579655671375e-27,26.678903119016905
10502,PRDX3,0.15499246,2.3758610463631754e-157,1.2138613494590372e-155,154.91583091672345
10503,GRK5,0.08900511,2.8077220118143436e-12,1.1965606533666371e-11,10.922065282211591
10504,RGS10,0.08111668,9.20056342364295e-55,1.1586230643773466e-53,52.936057830375105
10505,TIAL1,0.11054766,3.408961382733146e-50,3.96095175087941e-49,48.4022004477887
10506,BAG3,0.06348167,2.5516668044707575e-06,7.97011454978971e-06,5.098535436698734
10507,INPP5F,0.11257711,2.86332689285828e-18,1.5238693898241598e-17,16.81705225459054
10508,MCMBP,0.07345837,6.191687396915072e-12,2.5953997663299417e-11,10.585795738802227
10509,SEC23IP,0.09172183,8.420878399131248e-14,3.827710918486654e-13,12.41706086902654
10510,WDR11-AS1,0.0033971537,0.813266814125073,0.9999853635789433,6.356563418520975e-06
10511,WDR11,0.048009813,0.00021208144834301634,0.0005774117629826155,3.238514372955464
10512,AC010998.2,9.538955e-05,0.925642302780184,0.9999853635789433,6.356563418520975e-06
10513,FGFR2,0.004836733,0.7224597392867087,0.9999853635789433,6.356563418520975e-06
10514,ATE1,0.09282467,7.944621221640714e-14,3.6139841436117844e-13,12.442013757241886
10515,NSMCE4A,0.10010636,8.365734650287008e-33,6.663521916099433e-32,31.17629616956166
10516,AL731566.1,0.00011500297,0.989572313359471,0.9999853635789433,6.356563418520975e-06
10517,TACC2,0.00075555604,0.9488459504798729,0.9999853635789433,6.356563418520975e-06
10518,PLEKHA1,-0.02244959,0.16369692399948832,0.31445143355450106,0.5024464210232371
10519,CUZD1,0.00069796946,0.9327058736282129,0.9999853635789433,6.356563418520975e-06
10520,FAM24B,0.006894976,0.23674051602902269,0.43733408136683716,0.35918667684493294
10521,C10orf88,0.04146324,9.504053287721673e-05,0.0002657983748686878,3.5754476787270675
10522,PSTK,0.015312791,0.09429190876932741,0.19054445842616258,0.7200036772247176
10523,IKZF5,0.058337554,5.578299373966971e-07,1.8153075414973135e-06,5.741049788115075
10524,ACADSB,0.059392884,1.1556871941269344e-06,3.6923348946538933e-06,5.432698915364389
10525,HMX2,-0.00044311164,0.9541917861219914,0.9999853635789433,6.356563418520975e-06
10526,BUB3,0.02523601,1.7872725902007608e-08,6.337499198487012e-08,7.198082082584476
10527,CHST15,0.001803942,0.925637960386082,0.9999853635789433,6.356563418520975e-06
10528,OAT,0.13399428,1.8346426357374273e-27,1.289079749008121e-26,25.88972021415722
10529,LHPP,-0.04287961,0.0021759768749979743,0.005421599342164383,2.2658725800636184
10530,FAM53B,0.0029433966,0.7091943743539002,0.9999853635789433,6.356563418520975e-06
10531,EEF1AKMT2,0.055430055,7.3903455584373744e-06,2.2415928975885747e-05,4.649443258103526
10532,ABRAXAS2,0.09269449,1.228411461847538e-13,5.542885127619903e-13,12.256264121760731
10533,ZRANB1,0.0446333,0.00019661506759786055,0.0005362828918219863,3.270606057420335
10534,AL731577.1,-0.0009298511,0.9503519650346848,0.9999853635789433,6.356563418520975e-06
10535,CTBP2,0.0015609125,0.775594625523908,0.9999853635789433,6.356563418520975e-06
10536,AL731571.1,0.0015505662,0.9806985558416245,0.9999853635789433,6.356563418520975e-06
10537,AL158835.1,0.0036799796,0.6376791785256786,0.9765332765604336,0.010312953010700836
10538,EDRF1,0.10527718,1.2412459023427783e-16,6.257671053198072e-16,15.20358727013449
10539,EDRF1-AS1,-0.0011554577,0.9497164571841735,0.9999853635789433,6.356563418520975e-06
10540,UROS,0.091848135,2.2968234115420063e-21,1.3564001401979575e-20,19.86761217400513
10541,BCCIP,0.18764472,2.3960346049634177e-82,4.687734223846371e-81,80.32903701908658
10542,DHX32,-0.014636055,0.34528302771762565,0.6067562010265902,0.21698577649933432
10543,FANK1,0.21513319,1.1812495441909477e-20,6.858150762734586e-20,19.163792972020136
10544,ADAM12,0.005009275,0.7407420185630826,0.9999853635789433,6.356563418520975e-06
10545,PTPRE,0.10762942,2.045083913649993e-18,1.0968863390488656e-17,16.95983837231708
10546,MKI67,-0.009982467,0.23351171328543252,0.4319048879778759,0.3646118809031686
10547,AL390763.2,-0.0020301356,0.9543398282964393,0.9999853635789433,6.356563418520975e-06
10548,AL390763.1,6.579759e-05,0.9957738733714319,0.9999853635789433,6.356563418520975e-06
10549,MGMT,0.06531298,4.889157596923826e-15,2.3245922932249897e-14,13.633653206356513
10550,AL157832.1,0.00091583305,0.883778532460219,0.9999853635789433,6.356563418520975e-06
10551,AL157832.3,0.00010918896,0.9546751060956251,0.9999853635789433,6.356563418520975e-06
10552,C10orf143,0.030570284,0.004373182220693752,0.01058776664912614,1.975195638971902
10553,GLRX3,0.15259516,2.2283431326259874e-120,7.324858804709174e-119,118.13520074243142
10554,TCERG1L,0.00350714,0.6672359007217705,0.9999853635789433,6.356563418520975e-06
10555,PPP2R2D,0.07934058,8.948220360632516e-12,3.717752706524876e-11,10.429719501536546
10556,BNIP3,-0.3136661,7.941191902612104e-50,9.179340245798943e-49,48.03718853207823
10557,AL162274.2,-0.0073132142,0.6158179742868499,0.9542510412649436,0.020337357482743644
10558,AL162274.1,-0.0018519149,0.9315108474772927,0.9999853635789433,6.356563418520975e-06
10559,JAKMIP3,-0.001059503,0.8807976991417358,0.9999853635789433,6.356563418520975e-06
10560,DPYSL4,-0.004205062,0.7384309337318289,0.9999853635789433,6.356563418520975e-06
10561,STK32C,-0.027885795,0.013778043256543918,0.03155872544044042,1.5008805449227314
10562,LRRC27,0.01979534,0.11014309913686747,0.21963026393591706,0.6583078165225978
10563,PWWP2B,-0.0034576654,0.9574926215308927,0.9999853635789433,6.356563418520975e-06
10564,C10orf91,-0.008985697,0.46096971879989146,0.7713887807954013,0.11272668187402302
10565,INPP5A,0.003352277,0.6995192095085855,0.9999853635789433,6.356563418520975e-06
10566,CFAP46,0.0019586326,0.8927004904034186,0.9999853635789433,6.356563418520975e-06
10567,KNDC1,-0.011854844,0.4769708476041262,0.7925285910478521,0.10098506133691584
10568,UTF1,0.006836015,0.6416503546071233,0.9798694731278219,0.008831772139912451
10569,AL592071.1,-0.00016023708,0.9728166162749695,0.9999853635789433,6.356563418520975e-06
10570,ADAM8,0.023445308,0.21830988421450603,0.40775196882429465,0.3896039332982011
10571,TUBGCP2,0.12745404,1.5988576960504703e-37,1.4224265333718661e-36,35.84697015514389
10572,AL360181.2,0.002232405,0.8066062481658925,0.9999853635789433,6.356563418520975e-06
10573,ZNF511,0.097617745,2.564183556039338e-43,2.5949479541084006e-42,41.58587134820866
10574,FUOM,0.0557476,4.130560221569451e-05,0.00011873119736715147,3.9254351524504134
10575,ECHS1,0.20002055,1.5412026890377706e-179,1.0021740540135786e-177,176.9990568452022
10576,PAOX,0.0055314973,0.479032464083765,0.7949938304172516,0.09963624169087577
10577,MTG1,0.047161236,4.298498915103393e-05,0.00012339983560744722,3.908685418867008
10578,SCART1,0.006974023,0.5716448997446929,0.9066212059631573,0.04257412696597572
10579,CYP2E1,0.0027603456,0.8431947779694582,0.9999853635789433,6.356563418520975e-06
10580,SYCE1,0.00511875,0.7990179727231419,0.9999853635789433,6.356563418520975e-06
10581,IQSEC3,0.0017354507,0.9399400078668178,0.9999853635789433,6.356563418520975e-06
10582,SLC6A13,0.0005658141,0.9301899801498883,0.9999853635789433,6.356563418520975e-06
10583,KDM5A,0.11327815,5.3305181309031744e-36,4.5585999625447423e-35,34.341168517401485
10584,CCDC77,0.06397137,1.1189047553835423e-07,3.7951924954037375e-07,6.4207661914229215
10585,B4GALNT3,-0.0004688718,0.963830652092189,0.9999853635789433,6.356563418520975e-06
10586,NINJ2,0.027227193,0.04098569336152619,0.08777319385518699,1.0566380984253705
10587,AC021054.1,-0.0029736608,0.9098560257082617,0.9999853635789433,6.356563418520975e-06
10588,WNK1,0.13256443,1.8069099721082606e-65,2.7266805165603304e-64,63.564365745088516
10589,RAD52,0.0128464475,0.24366806429812737,0.44855593223997464,0.3481833953207956
10590,AC004803.1,-0.0022457503,0.8456376101947314,0.9999853635789433,6.356563418520975e-06
10591,ERC1,0.043490976,0.00011048471884286218,0.0003071653828277459,3.5126277303528197
10592,WNT5B,0.0071679326,0.5285802212086677,0.8575641004947736,0.06673340778581321
10593,FBXL14,-0.006144872,0.6695795667782046,0.9999853635789433,6.356563418520975e-06
10594,ADIPOR2,0.051359773,1.3786322037634676e-05,4.1019469330612854e-05,4.387009962404448
10595,CACNA2D4,-0.0013868362,0.9820284040058571,0.9999853635789433,6.356563418520975e-06
10596,DCP1B,0.06801042,9.521080436973502e-10,3.601776187306117e-09,8.443483277534773
10597,CACNA1C,-0.0026585278,0.8719214576583774,0.9999853635789433,6.356563418520975e-06
10598,AC005342.1,0.00042271533,0.948889474373697,0.9999853635789433,6.356563418520975e-06
10599,CACNA1C-AS2,5.590543e-05,0.9283480397158508,0.9999853635789433,6.356563418520975e-06
10600,CACNA1C-AS1,-0.002113252,0.9039303836514305,0.9999853635789433,6.356563418520975e-06
10601,FKBP4,0.054018617,6.331513788157757e-08,2.1810851388911004e-07,6.661327381358978
10602,ITFG2-AS1,0.0032399446,0.9816795863903346,0.9999853635789433,6.356563418520975e-06
10603,ITFG2,-0.0424473,0.0013042587524609646,0.003319492600556073,2.478928295096967
10604,NRIP2,-0.00037897332,0.9367222571765061,0.9999853635789433,6.356563418520975e-06
10605,FOXM1,0.09148753,1.0086742135783061e-16,5.096669196724292e-16,15.292713553717455
10606,RHNO1,0.019942403,0.14801584876755666,0.28698031092501874,0.5421478982135302
10607,TULP3,0.041223705,9.977337570230392e-05,0.00027825132631138474,3.5555627568824084
10608,TEAD4,0.007164743,0.43316671517133865,0.7329567752359839,0.13492163631386925
10609,AC125807.2,-0.00015826151,0.9957477056516815,0.9999853635789433,6.356563418520975e-06
10610,TSPAN9,0.00038297736,0.9997601258535567,0.9999853635789433,6.356563418520975e-06
10611,CRACR2A,0.0073314905,0.3503409474452547,0.6144969908990725,0.21148023944819916
10612,AC006207.1,5.768193e-05,0.9808206380832921,0.9999853635789433,6.356563418520975e-06
10613,PARP11,-0.008724064,0.6001071084870448,0.9376247543875348,0.02797093529356928
10614,AC005842.1,0.015198108,0.23953744386704912,0.44204422819716943,0.35453427567121687
10615,CCND2,0.1479268,4.8143993832264546e-151,2.253693449498834e-149,148.64710515760896
10616,TIGAR,0.37542516,1.7005274039460057e-174,1.0522086864139263e-172,171.97789811724513
10617,FGF23,0.0016525974,0.9209668546828651,0.9999853635789433,6.356563418520975e-06
10618,C12orf4,0.08524576,4.5182412731579486e-13,1.9841647948578203e-12,11.702422260344536
10619,RAD51AP1,0.014185309,0.1764923838924055,0.3365003527843049,0.47301447612887026
10620,DYRK4,0.07487428,6.615235428374967e-10,2.5249442887983176e-09,8.597748199855971
10621,AKAP3,-0.0010197954,0.9285652298997064,0.9999853635789433,6.356563418520975e-06
10622,NDUFA9,0.15386963,1.615334200070786e-124,5.630683463092747e-123,122.24943888645691
10623,GALNT8,-0.005843114,0.6540195700398568,0.9917050751677028,0.003617464207662645
10624,AC005833.3,0.00024252216,0.9950586240965413,0.9999853635789433,6.356563418520975e-06
