,gene,log2FC,p_value,adjusted_p,-log10(adjusted_p)
4049,LINC002481,-0.054522038,0.00016794985995853686,0.000460625674199165,3.336651859137144
4050,S100P,-0.032932445,0.003314621011547558,0.008116123911884626,2.0906513310525736
4051,MRFAP1L1,0.029968858,0.037055525891552775,0.07987306099237544,1.0975996716884178
4052,BLOC1S4,0.06988382,2.0757916675997352e-11,8.513602431196895e-11,10.06988663439952
4053,KIAA0232,0.031334132,0.005043040395948988,0.012137233965055156,1.9158802762414884
4054,TBC1D14,0.06801602,3.325483768552103e-08,1.1625865249119981e-07,6.9345747150887975
4055,CCDC96,0.02000029,0.08434659328950186,0.17194320351149936,0.7646149860867344
4056,TADA2B,0.038204804,0.00030502191008336673,0.0008202107964076337,3.086074518406983
4057,GRPEL1,0.1833229,4.7647914246926506e-123,1.6260305392433966e-121,120.78887130197667
4058,LINC02447,-0.0014925255,0.9777033294761616,0.9999853635789433,6.356563418520975e-06
4059,AFAP1,0.030655075,0.022376730737454793,0.04986176935167185,1.3022323145600085
4060,ABLIM2,0.0030752136,0.727210873236821,0.9999853635789433,6.356563418520975e-06
4061,SH3TC1,0.007782394,0.42020581106281196,0.7151537368825739,0.14560058770552115
4062,AC104825.1,0.0013127625,0.7627738733324303,0.9999853635789433,6.356563418520975e-06
4063,ACOX3,0.058940247,2.4268496115515245e-07,8.057356991044256e-07,6.093807393982121
4064,TRMT44,0.07019289,1.9562141724676185e-08,6.914611945456801e-08,7.160232187886663
4065,AC105345.1,0.0011384245,0.9072260997857567,0.9999853635789433,6.356563418520975e-06
4066,SLC2A9,0.010628826,0.2992811678432642,0.5375397592781489,0.2695894075118903
4067,WDR1,0.14052522,1.3627754297204255e-252,1.740653588161475e-250,249.75928765031813
4068,ZNF518B,0.02779679,0.04141773563945565,0.08861353777276214,1.0524999244912883
4069,CLNK,-0.0033485321,0.6587995762230752,0.9958287423517355,0.0018153429484763467
4070,HS3ST1,0.0005102188,0.9621228448054246,0.9999853635789433,6.356563418520975e-06
4071,AC007370.2,0.0006228504,0.9958262088245415,0.9999853635789433,6.356563418520975e-06
4072,RAB28,0.061751425,1.2620443586794779e-06,4.020644436470056e-06,5.395704331798062
4073,BOD1L1,0.07228565,3.8523184765417715e-22,2.317092465439622e-21,20.635056634993393
4074,LINC00504,0.0006893901,0.9896856988328939,0.9999853635789433,6.356563418520975e-06
4075,CPEB2-DT,-0.00048514525,0.9545009348055263,0.9999853635789433,6.356563418520975e-06
4076,CPEB2,0.009769298,0.23014437595139592,0.42629394352215266,0.3702908374527821
4077,CC2D2A,-7.4708136e-05,0.995878544295609,0.9999853635789433,6.356563418520975e-06
4078,AC116651.1,0.00086295314,0.9532774432078387,0.9999853635789433,6.356563418520975e-06
4079,FBXL5,0.0067706704,0.48756726599082545,0.8059125783082641,0.09371206590889793
4080,FAM200B,0.09692699,3.9796062972698036e-15,1.8992078945230486e-14,13.721427493134286
4081,BST1,0.098874286,4.123905761439142e-16,2.046730025702324e-15,14.688939439252604
4082,CD38,0.16243255,8.5095151157211e-49,9.612580499009774e-48,47.01716001024597
4083,FGFBP2,-0.07469041,0.00648300640347248,0.015416106450384959,1.8120252994777222
4084,TAPT1,0.02106139,0.044170571965843,0.09409794709235222,1.0264198513462686
4085,TAPT1-AS1,-0.0029429693,0.8040127339845518,0.9999853635789433,6.356563418520975e-06
4086,QDPR,0.114186704,1.0281549327633048e-26,7.068614574268903e-26,25.15066569818474
4087,LAP3,0.18692112,9.014578531682846e-121,2.979643129455687e-119,118.52583574806775
4088,AC006160.1,-0.00027807197,0.9688635195719522,0.9999853635789433,6.356563418520975e-06
4089,MED28,0.05202496,3.331986575729795e-07,1.0976894610759063e-06,5.959520505438032
4090,FAM184B,0.007817719,0.6040549808359358,0.9416119329115489,0.02612804637872465
4091,DCAF16,0.02992788,0.029533270374530282,0.06474364850280133,1.1888028304202147
4092,NCAPG,0.07645714,1.0857862928866108e-11,4.4996594413437715e-11,10.346820354745114
4093,LCORL,-0.0053438544,0.7732923837755904,0.9999853635789433,6.356563418520975e-06
4094,PACRGL,0.01696635,0.08406376579286937,0.17146438461367514,0.7658260748751348
4095,ADGRA3,0.012712089,0.306285102125309,0.5487508889703634,0.26062476319700095
4096,DHX15,0.09198773,4.297255775144601e-33,3.4520901963672847e-32,31.461917865542908
4097,SEPSECS,0.046295226,0.00012586361351324247,0.0003485663832807499,3.4577144997838523
4098,SEPSECS-AS1,0.04119216,0.0003869777072590253,0.001032826173314312,2.9859727649496626
4099,PI4K2B,0.0131750405,0.28624283675277884,0.5171342096194375,0.28639673169703705
4100,ZCCHC4,0.06736331,7.822567123851167e-09,2.8304966675173324e-08,7.548137352095298
4101,ANAPC4,0.10843435,1.461568875209287e-17,7.619759366324336e-17,16.11805874355904
4102,SEL1L3,-0.00041884184,0.9250387313042057,0.9999853635789433,6.356563418520975e-06
4103,AC092436.4,6.200699e-05,0.9160599247090863,0.9999853635789433,6.356563418520975e-06
4104,SMIM20,0.026212454,0.03226395584587065,0.0702733323307989,1.1532094519193887
4105,LINC02357,0.00011342834,0.9951022367493421,0.9999853635789433,6.356563418520975e-06
4106,RBPJ,0.08483517,1.5763891510763351e-19,8.784353630273303e-19,18.05629018922083
4107,TBC1D19,-0.0047139674,0.8345438047898146,0.9999853635789433,6.356563418520975e-06
4108,STIM2,0.09733021,4.4386539133271837e-16,2.1998893924089994e-15,14.657599154393251
4109,AC106047.1,0.0008705091,0.8569251620383466,0.9999853635789433,6.356563418520975e-06
4110,LINC02506,-0.0023219618,0.9361918609509784,0.9999853635789433,6.356563418520975e-06
4111,ARAP2,-0.025287062,0.08300805115779847,0.16948503891342226,0.7708686325884258
4112,AC104078.1,-0.008267101,0.4657459913151636,0.7773445787472237,0.1093864258892811
4113,DTHD1,0.0024799015,0.7194236258666731,0.9999853635789433,6.356563418520975e-06
4114,C4orf19,-0.00040370738,0.9951371268821251,0.9999853635789433,6.356563418520975e-06
4115,AC027607.1,0.00042203115,0.7764993195279466,0.9999853635789433,6.356563418520975e-06
4116,RELL1,0.08712876,2.0123575028056897e-13,8.985012950105205e-13,12.046481292605627
4117,PGM2,0.13660258,1.5520526482420865e-37,1.3821616262880972e-36,35.85944116875576
4118,TBC1D1,-0.002400279,0.626506111067604,0.9653754655847389,0.015303742700422557
4119,PTTG2,-0.0010316856,0.9671726763885127,0.9999853635789433,6.356563418520975e-06
4120,KLF3,-0.093457334,5.2104435418549e-07,1.6977615053835516e-06,5.770123317726092
4121,TLR10,0.00076569687,0.9582243057861359,0.9999853635789433,6.356563418520975e-06
4122,TLR1,-0.010509018,0.5862940136342667,0.9228969675887286,0.03484678099502898
4123,TLR6,-0.0011244323,0.9130028336805367,0.9999853635789433,6.356563418520975e-06
4124,FAM114A1,0.0011030235,0.9381527272928768,0.9999853635789433,6.356563418520975e-06
4125,TMEM156,0.1205312,2.3707252215547846e-21,1.3991190894997577e-20,19.854145317880295
4126,KLHL5,0.065139145,1.021503768511509e-06,3.270055565435518e-06,5.485444867658673
4127,AC079921.2,0.00014464965,0.9763605909895745,0.9999853635789433,6.356563418520975e-06
4128,WDR19,0.03189346,0.002622644492049789,0.006487498797459444,2.1879227096454934
4129,RFC1,0.06756663,2.6321823198731796e-30,1.9944357730496693e-29,28.70017994474358
4130,KLB,0.0018220143,0.8376772603949171,0.9999853635789433,6.356563418520975e-06
4131,RPL9,0.11375213,0.0,0.0,inf
4132,LIAS,0.1487211,1.9016483342494597e-36,1.6427669329975284e-35,34.78442404757711
4133,UGDH,0.08774702,2.340429624778877e-13,1.0423801382390006e-12,11.981973872367787
4134,UGDH-AS1,-0.00015982706,0.9513270520317594,0.9999853635789433,6.356563418520975e-06
4135,SMIM14,0.0397726,0.014923944724333633,0.03403085686821398,1.4681271155985187
4136,AC108471.2,0.0040845885,0.7170330387764579,0.9999853635789433,6.356563418520975e-06
4137,UBE2K,0.11674845,3.217702603803604e-52,3.890396075809063e-51,50.410006181506745
4138,PDS5A,0.08294308,2.210024054555944e-26,1.50493717226083e-25,24.822481630508666
4139,N4BP2,0.011249781,0.6116672404066512,0.9497358540923684,0.022397166354845642
4140,RHOH,0.021637559,0.019728751119313357,0.044270238112129684,1.3538881421163431
4141,LINC02265,0.0020857723,0.8282507369199466,0.9999853635789433,6.356563418520975e-06
4142,CHRNA9,0.00014221831,0.9820022425646776,0.9999853635789433,6.356563418520975e-06
4143,RBM47,0.024227668,0.07205337207485499,0.1487999075462013,0.827397338630107
4144,NSUN7,-0.000756806,0.9636999465915781,0.9999853635789433,6.356563418520975e-06
4145,APBB2,1.1953525e-05,0.9379527102435772,0.9999853635789433,6.356563418520975e-06
4146,UCHL1,-0.028464317,0.1260776924998083,0.24804943308192012,0.6054617612086266
4147,TMEM33,0.1968875,8.689943149086849e-72,1.4401627747170626e-70,69.8415884189004
4148,DCAF4L1,0.011281805,0.4829315323192589,0.800053887431257,0.09688076022572006
4149,AC106052.1,-0.00018702238,0.9534515990586497,0.9999853635789433,6.356563418520975e-06
4150,SLC30A9,0.072022825,1.5269864372652238e-09,5.712462650873794e-09,8.24317662640961
4151,BEND4,0.006204183,0.6583644499603023,0.9958080783331452,0.001824354902016074
4152,SHISA3,0.0012483951,0.984273996769103,0.9999853635789433,6.356563418520975e-06
4153,ATP8A1,-0.010429695,0.5737503398773638,0.9086709394816243,0.04159336104683818
4154,AC096734.2,-0.000408381,0.9594351460333194,0.9999853635789433,6.356563418520975e-06
4155,AC096734.1,0.0031572813,0.813381332701848,0.9999853635789433,6.356563418520975e-06
4156,GUF1,0.10687733,1.8524861652302425e-17,9.612930239886012e-17,16.017144209309947
4157,GNPDA2,0.0855411,2.2738747122614793e-12,9.706714634676479e-12,11.01292773790519
4158,AC096586.1,0.006499391,0.5967888724707452,0.9339090415263731,0.029695420008461648
4159,COMMD8,0.12471086,1.2915062733793967e-51,1.544797002044841e-50,49.81112858205404
4160,ATP10D,0.09919612,1.270355400902105e-14,5.95295997875562e-14,13.225267037163352
4161,AC107068.1,0.006327316,0.46517459763653346,0.776535862111323,0.10983848281061351
4162,NFXL1,0.03100048,0.01104787585734931,0.0255871151510323,1.5919786763876682
4163,NIPAL1,-0.00062883506,0.9680790899183541,0.9999853635789433,6.356563418520975e-06
4164,TXK,-0.07600202,1.3223330873967793e-05,3.9403366553623075e-05,4.404466671240386
4165,TEC,-0.0045661386,0.8045033486444653,0.9999853635789433,6.356563418520975e-06
4166,SLAIN2,0.13646054,5.034202553334115e-33,4.040467237824086e-32,31.39356841036574
4167,FRYL,0.067264795,8.38017536995934e-09,3.025525862418997e-08,7.519199130334312
4168,OCIAD1,0.106116176,2.4559896232911723e-78,4.486006786894049e-77,76.34814007370704
4169,OCIAD2,0.022203684,0.0002823454863683737,0.0007610645142054958,3.118578527229571
4170,DCUN1D4,0.026245683,0.04142973107013202,0.08862859803757636,1.052426120484237
4171,AC027271.1,0.0052671586,0.6287122576439801,0.9674410628336332,0.01437548301786935
4172,LRRC66,0.00038395368,0.9958262088245415,0.9999853635789433,6.356563418520975e-06
4173,SGCB,0.107984036,3.944785870058876e-18,2.0944376760211647e-17,16.678932558369272
4174,SPATA18,0.0065172277,0.5725669724432598,0.9076006206214318,0.042105215814458384
4175,USP46,0.11227879,3.251417315175699e-18,1.728354471758973e-17,16.762367182377165
4176,USP46-AS1,0.017800845,0.10526756866083375,0.21077087255548418,0.6761894065641375
4177,RASL11B,0.00020020409,0.9205589112263362,0.9999853635789433,6.356563418520975e-06
4178,SCFD2,-0.009538829,0.7212112089136191,0.9999853635789433,6.356563418520975e-06
4179,FIP1L1,0.12721217,1.75514132942152e-50,2.0499959015490284e-49,48.688247007205916
4180,LNX1,0.0007766504,0.991168450272197,0.9999853635789433,6.356563418520975e-06
4181,AC110792.3,0.000773559,0.9303898359758234,0.9999853635789433,6.356563418520975e-06
4182,CHIC2,0.0810585,4.35814159524587e-11,1.7635729351931806e-10,9.753606574728028
4183,PDGFRA,-0.0007036914,0.9359701463177771,0.9999853635789433,6.356563418520975e-06
4184,KIT,0.009698974,0.412775580651355,0.7049234011276411,0.15185807205105795
4185,SRD5A3,0.06044203,3.2328126379918694e-06,1.002934691057783e-05,4.998727346378069
4186,AC069200.1,0.00095968076,0.8843049877990501,0.9999853635789433,6.356563418520975e-06
4187,TMEM165,0.13789082,2.4890603621169023e-64,3.6603106410669774e-63,62.436482055595654
4188,CLOCK,0.028400034,0.004537730348368574,0.010968328479254776,1.9598595517824016
4189,AC024243.1,0.0008393901,0.9668240670290867,0.9999853635789433,6.356563418520975e-06
4190,NMU,0.0048386846,0.6574668733712243,0.9951602022705462,0.0021070002978432925
4191,EXOC1,0.08266151,8.049559176156561e-11,3.2173048097459015e-10,9.49250779178074
4192,CEP135,0.17392856,1.3411828653288007e-22,8.179751704573538e-22,21.08725987908787
4193,KIAA1211,0.013666578,0.22716277153189113,0.42181980067842956,0.3748730378645601
4194,AASDH,0.008832902,0.5649293397396391,0.8989203108403833,0.04627880670533166
4195,AC068620.1,0.002565749,0.836609715356908,0.9999853635789433,6.356563418520975e-06
4196,PPAT,0.18083578,4.7540270081739944e-49,5.4078569313083566e-48,47.26697480648306
4197,AC068620.2,-0.0010971487,0.9087207453450652,0.9999853635789433,6.356563418520975e-06
4198,PAICS,0.08577287,8.95939410543858e-39,8.140847835033165e-38,37.08933036281325
4199,SRP72,0.08207238,3.116655898262093e-67,4.833654880548374e-66,65.31572436113235
4200,ARL9,-0.0030488316,0.8538624451655508,0.9999853635789433,6.356563418520975e-06
4201,THEGL,0.0003511603,0.948889474373697,0.9999853635789433,6.356563418520975e-06
4202,HOPX,-0.10077429,1.4486446932429e-14,6.772461282240402e-14,13.1692534691235
4203,SPINK2,-0.018993352,0.1984918966798893,0.3740575504721025,0.42706157445819115
4204,REST,0.14226878,6.168110494028273e-55,7.783920384912744e-54,53.10880161474509
4205,AC069307.1,0.0010580849,0.9389789258786106,0.9999853635789433,6.356563418520975e-06
4206,NOA1,0.0038992167,0.8102695519580086,0.9999853635789433,6.356563418520975e-06
4207,POLR2B,0.13317633,1.6277300896602422e-52,1.9773824363657913e-51,50.70390932768129
4208,IGFBP7,0.030271238,0.09648835847985829,0.19452140093989018,0.7110326113109707
4209,AC020741.1,0.0002734859,0.9597313371372773,0.9999853635789433,6.356563418520975e-06
4210,AC104806.2,0.0031780698,0.7396109439751057,0.9999853635789433,6.356563418520975e-06
4211,CENPC,0.014296651,0.23598115097762273,0.43611150700515194,0.36040245411329586
4212,STAP1,-0.011702955,0.7056702354466586,0.9999853635789433,6.356563418520975e-06
4213,UBA6,0.10306537,7.464556429286261e-19,4.0596471432024614e-18,17.3915117128316
4214,UBA6-AS1,0.02555266,0.0253327466042669,0.05597432037285317,1.2520111708192578
4215,YTHDC1,0.124593616,2.11910877909306e-41,2.0560989249995713e-40,39.68695599398226
4216,SULT1B1,-0.0024833977,0.9951284043480549,0.9999853635789433,6.356563418520975e-06
4217,ENAM,-0.001401749,0.9495858773271467,0.9999853635789433,6.356563418520975e-06
4218,JCHAIN,0.0045864102,0.7613907658887714,0.9999853635789433,6.356563418520975e-06
4219,UTP3,0.101412356,1.4037551064946942e-16,7.065001073554213e-16,15.150887767822693
4220,AC009570.1,-0.0054190424,0.7806496965304656,0.9999853635789433,6.356563418520975e-06
4221,RUFY3,0.01756826,0.05133772948856118,0.10850032841442514,0.9645689472683848
4222,GRSF1,0.08716488,5.259386739025796e-23,3.2475260244219364e-22,21.488447359972394
4223,MOB1B,0.037977993,0.0007133724618455013,0.0018617230535203232,2.7300849233941524
4224,DCK,0.011044085,0.4291611845208624,0.7276939409825585,0.13805124114120532
4225,SLC4A4,-0.010046184,0.6429345869308238,0.9807418287202379,0.008445301609330718
4226,COX18,-0.0070687532,0.42316811963179,0.7190480886801577,0.1432420637895033
4227,ANKRD17,0.14155138,2.4130636766972902e-37,2.137216674923276e-36,35.67015144603746
4228,AC053527.1,0.0009484794,0.9482279277211052,0.9999853635789433,6.356563418520975e-06
4229,CXCL8,0.030453665,0.3777118638320289,0.6546712754719727,0.18397671387820136
4230,CXCL2,0.002132751,0.9165543806599424,0.9999853635789433,6.356563418520975e-06
4231,MTHFD2L,0.09013891,1.2342504755709132e-13,5.567827195801986e-13,12.2543142520387
4232,AC093677.2,-0.00061005214,0.9392920288695146,0.9999853635789433,6.356563418520975e-06
4233,EPGN,4.554703e-05,0.995093514217607,0.9999853635789433,6.356563418520975e-06
4234,EREG,0.0013956125,0.9441506461775206,0.9999853635789433,6.356563418520975e-06
4235,AREG,-0.0119686015,0.991874948766263,0.9999853635789433,6.356563418520975e-06
4236,PARM1,0.0014098916,0.8978932953327597,0.9999853635789433,6.356563418520975e-06
4237,LINC02562,-0.00046036066,0.991914198874515,0.9999853635789433,6.356563418520975e-06
4238,RCHY1,0.07852268,8.218561556758263e-11,3.2826517256634185e-10,9.48377519148508
4239,THAP6,0.0343391,0.0018538872552271992,0.004648234982890182,2.3327119251114894
4240,ODAPH,0.020192958,0.15108832453205506,0.29249338738575387,0.5338839478872384
4241,CDKL2,-0.0017016437,0.8687152671179983,0.9999853635789433,6.356563418520975e-06
4242,G3BP2,0.094792604,1.5124771676792686e-56,1.971291305571478e-55,54.705249193552035
4243,USO1,0.16389626,3.4460880897818843e-47,3.768987597644015e-46,45.423775291651914
4244,AC110615.1,-0.0001887593,0.9762298082921695,0.9999853635789433,6.356563418520975e-06
4245,NAAA,0.044683814,0.00010003221242205238,0.00027892967761283967,3.554505275128736
4246,SDAD1,0.16726911,1.0312986156612275e-64,1.53043002865179e-63,62.81518652158124
4247,ART3,0.0071917847,0.48772494551758383,0.8060533711409827,0.0936362013405209
4248,CXCL10,0.015686536,0.375251823018834,0.6512911869574677,0.18622479850584434
4249,CXCL11,0.0026904866,0.860909051159976,0.9999853635789433,6.356563418520975e-06
4250,NUP54,0.095686615,8.418252336663928e-20,4.739772930863488e-19,18.324242463649785
4251,SCARB2,0.050549462,1.6092481783186392e-05,4.770652507409467e-05,4.321422216140864
4252,FAM47E,9.00852e-05,0.9667979215818985,0.9999853635789433,6.356563418520975e-06
4253,STBD1,-0.0043386496,0.6867416441275832,0.9999853635789433,6.356563418520975e-06
4254,SEPT11,0.16589469,5.023364007102305e-39,4.604192474372292e-38,37.33684652934925
4255,CCNI,0.053285122,1.0396364160975427e-50,1.219067435584017e-49,48.91397226969583
4256,CCNG2,0.02030877,0.26240365388815856,0.47885520347260446,0.31979578896412125
4257,CNOT6L,0.040482044,0.005352173846635413,0.012841482990142821,1.8913848191608404
4258,MRPL1,0.20337796,6.92035634119038e-123,2.352658024584912e-121,120.62844119599833
4259,ANXA3,0.0068166936,0.6199386093198072,0.95773150858374,0.018756224411520445
4260,AC098818.2,0.0024970733,0.674540081663632,0.9999853635789433,6.356563418520975e-06
4261,BMP2K,0.09154214,6.290989401712152e-12,2.6364066670123437e-11,10.578987598775527
4262,PAQR3,0.075117365,6.528760376760149e-11,2.620590192081369e-10,9.581600888718803
4263,LINC01088,0.0005651221,0.9673731296153131,0.9999853635789433,6.356563418520975e-06
4264,ANTXR2,0.084888875,5.0381273975683995e-08,1.743262270188044e-07,6.7586372692716425
4265,PRDM8,0.06155221,9.36520841630358e-06,2.8164927161174e-05,4.550291367579389
4266,PRKG2,0.009100566,0.47362435861730046,0.7877733030224692,0.10359874115379289
4267,RASGEF1B,0.010992773,0.4981993134454846,0.8194260598815449,0.08649022846832127
4268,AC124016.2,0.0064224415,0.5346302657883828,0.8646456581492018,0.06316183500789614
4269,HNRNPD,0.022488952,2.895726194871011e-21,1.707265935268164e-20,19.767698824975508
4270,AC124016.1,0.016001396,0.32722802868237366,0.579814864139735,0.2367106552605679
4271,HNRNPDL,0.04445672,2.340352682542965e-38,2.1125788323691723e-37,36.67518707607098
4272,ENOPH1,0.07594067,4.3783903499765307e-13,1.9232222116993445e-12,11.715970533889733
4273,TMEM150C,0.000995223,0.9573793878664468,0.9999853635789433,6.356563418520975e-06
4274,SCD5,-0.020976692,0.6827614690637245,0.9999853635789433,6.356563418520975e-06
4275,SEC31A,0.17522681,2.1002028905529167e-67,3.2714135965912244e-66,65.48526454564505
4276,THAP9-AS1,0.00911209,0.48331692687405925,0.8006181830812346,0.09657455072582993
4277,THAP9,-0.00509673,0.7787707640696531,0.9999853635789433,6.356563418520975e-06
4278,LIN54,0.043905884,0.0008619546352839709,0.002232865824735328,2.6511373733583965
4279,COPS4,0.14407384,1.3049677165373e-45,1.3848921487905043e-44,43.8585840468226
4280,PLAC8,0.05480787,0.0008093443567426957,0.0021011463105796873,2.677543705011933
4281,COQ2,0.12542373,6.547134215251247e-22,3.919513024342912e-21,20.406767888076068
4282,HPSE,0.06696069,3.4908462336777015e-07,1.1491773260424273e-06,5.939612951486043
4283,HELQ,0.034759685,0.0026202863024900767,0.006482562211002705,2.188253306758295
4284,MRPS18C,0.11820471,1.3715234888695922e-114,4.142834970940211e-113,112.38270236639697
4285,ABRAXAS1,-0.046980977,0.00017269763691250356,0.0004730666579763157,3.3250776602101078
4286,GPAT3,0.19936055,6.852002223611616e-33,5.472420891586553e-32,31.261820507804025
4287,CDS1,0.00025383098,0.9856562985098094,0.9999853635789433,6.356563418520975e-06
4288,WDFY3,0.0014618593,0.8795946259389049,0.9999853635789433,6.356563418520975e-06
4289,ARHGAP24,0.00014512402,0.9953028551386932,0.9999853635789433,6.356563418520975e-06
4290,MAPK10,0.00065491366,0.9673382680361153,0.9999853635789433,6.356563418520975e-06
4291,PTPN13,0.008302926,0.48795808739112223,0.8062151454058992,0.09354904753198107
4292,AC093827.5,0.0028847135,0.8512218680492195,0.9999853635789433,6.356563418520975e-06
4293,AC093827.4,0.001480326,0.8515989919576279,0.9999853635789433,6.356563418520975e-06
4294,AFF1,0.07097766,1.4632994895024258e-08,5.2135328693529344e-08,7.282867884051986
4295,KLHL8,0.057861328,8.045208318703313e-07,2.5921516244153627e-06,5.586339598588102
4296,HSD17B13,0.0005094501,0.9624626500028429,0.9999853635789433,6.356563418520975e-06
4297,HSD17B11,0.032827437,0.015698624497468026,0.035701742752603745,1.4473105836254574
4298,NUDT9,0.084494114,6.90024274808625e-13,3.006582378686119e-12,11.521926892228036
4299,SPARCL1,-0.0013322104,0.9080578623369525,0.9999853635789433,6.356563418520975e-06
4300,SPP1,0.031200122,0.05272092709897182,0.1112264769211673,0.9537918187608161
4301,PKD2,0.03462167,0.0017786615919705223,0.004466511246681207,2.3500315681197215
4302,ABCG2,0.025234334,0.047004641353957065,0.09980254057129663,1.000858403181052
4303,PPM1K,0.10010624,6.976181164978348e-17,3.542972780236945e-16,15.45063218422858
4304,AC107067.1,0.001203892,0.9530292749773144,0.9999853635789433,6.356563418520975e-06
4305,HERC6,0.035799116,0.0030435635887130605,0.007483556146789108,2.125891978616788
4306,HERC5,0.23508129,3.78216858670303e-54,4.696717963015527e-53,52.32820551833147
4307,PYURF,0.113417745,3.012790649798386e-54,3.756954142238127e-53,52.42516410594659
4308,AC083829.2,0.00399946,0.7576576983377352,0.9999853635789433,6.356563418520975e-06
4309,HERC3,0.026501775,0.03663349372692791,0.0790395915570614,1.1021553126635042
4310,NAP1L5,0.021175042,0.021450479657341724,0.04794119200507246,1.3192911719129297
4311,FAM13A-AS1,0.010409959,0.457345167772056,0.766542908435646,0.11546352981774731
4312,FAM13A,0.0020810794,0.7840921265882463,0.9999853635789433,6.356563418520975e-06
4313,TIGD2,0.0033354573,0.6357091696837821,0.9750619029136925,0.010967811747177324
4314,GPRIN3,0.0041522384,0.6968047337391675,0.9999853635789433,6.356563418520975e-06
4315,SNCA,-0.022250837,0.11880688618056313,0.23511561959725874,0.6287185181333872
4316,MMRN1,0.0005117664,0.9754974370951804,0.9999853635789433,6.356563418520975e-06
4317,SMARCAD1,0.09479785,1.3044385736510293e-13,5.872600849453098e-13,12.23116951640052
4318,HPGDS,0.088865295,0.00014512440008717425,0.00039992518452132067,3.3980212461434283
4319,PDLIM5,0.19893083,4.256837318033717e-51,5.027791606412082e-50,49.298622731395966
4320,BMPR1B,0.00060132355,0.9720799879364291,0.9999853635789433,6.356563418520975e-06
4321,AC019077.1,0.004389338,0.678281792267188,0.9999853635789433,6.356563418520975e-06
4322,RAP1GDS1,0.032091737,0.0034014037832721367,0.008321781700981305,2.079783680913019
4323,TSPAN5,0.01750946,0.3163788793440717,0.5635508636747376,0.24906688029866939
4324,AC114811.2,-2.2823922e-05,0.9868162444105169,0.9999853635789433,6.356563418520975e-06
4325,EIF4E,0.12341726,5.251174178427168e-50,6.081703151465973e-49,48.2159747816313
4326,METAP1,0.039766014,0.000986690301181494,0.0025430954116067274,2.594637345700425
4327,AC019131.2,0.004716524,0.5279867890833625,0.8567486320156488,0.06714658034254178
4328,ADH5,0.03333509,4.490504956753186e-12,1.892064317546194e-11,10.72306410457237
4329,AP002026.1,0.00025727414,0.943741691563274,0.9999853635789433,6.356563418520975e-06
4330,TRMT10A,0.021859378,0.043955143284470775,0.09369482324626373,1.0282844037513847
4331,MTTP,-0.00017741637,0.945177447928842,0.9999853635789433,6.356563418520975e-06
4332,DAPP1,0.17422861,7.809861309733592e-40,7.28893214721587e-39,38.137336092606766
4333,LAMTOR3,0.05332148,7.059178863869301e-05,0.0001998294070661878,3.6993406002601437
4334,DNAJB14,0.14094561,2.9180317833595147e-40,2.741999177616124e-39,38.56193267980064
4335,H2AFZ,0.04653144,1.3580999219153494e-115,4.165616261353393e-114,113.3803207399698
4336,AC097460.1,0.00289965,0.7969455631217587,0.9999853635789433,6.356563418520975e-06
4337,DDIT4L,0.0063679256,0.6042532522770423,0.9416119329115489,0.02612804637872465
4338,PPP3CA,0.030275226,0.05036504170070035,0.10654533014218902,0.9724655805619179
4339,AP001816.1,-0.006880954,0.5848731389532058,0.9212254851651503,0.035634056038355795
4340,BANK1,-0.0020047207,0.8906479727886927,0.9999853635789433,6.356563418520975e-06
4341,SLC39A8,0.21951932,1.2857706237103599e-98,3.145300997700226e-97,96.50233778729815
4342,AC098487.1,0.008299485,0.4004376784505147,0.6870683713348785,0.16300004341207375
4343,AF213884.3,0.001607717,0.9818103925892662,0.9999853635789433,6.356563418520975e-06
4344,NFKB1,0.055968404,1.2934592367992301e-09,4.8550877566003e-09,8.313802915732738
4345,MANBA,-0.019652382,0.3524117362875149,0.6177655786975141,0.20917629383028397
4346,UBE2D3,0.10023141,1.0015245920827549e-137,4.0982294635294796e-136,135.38740372871797
4347,AC018797.2,0.028156187,0.016329999917060373,0.03704339192146056,1.4312892534877117
4348,CISD2,0.16897142,9.467160714425276e-128,3.433910099297217e-126,125.46421107897423
4349,SLC9B1,-7.6942146e-05,0.983676612592656,0.9999853635789433,6.356563418520975e-06
4350,SLC9B2,0.09646812,1.058412722527744e-14,4.976738444449413e-14,13.303055183269887
4351,BDH2,0.0044024885,0.7946131780506607,0.9999853635789433,6.356563418520975e-06
4352,CENPE,0.059776783,2.221661276403208e-05,6.515949966318216e-05,4.186022259144887
4353,AC004069.1,-0.0074016135,0.5627878113818158,0.8962304428826815,0.04758030818975438
4354,TET2,0.037944406,0.001113821440181472,0.002855534766068112,2.5443125479419955
4355,PPA2,0.073090315,5.612505582993317e-16,2.7693936212772214e-15,14.557615312438077
4356,INTS12,0.068936706,5.305698908046887e-08,1.8337168124022888e-07,6.736667733173736
4357,GSTCD,0.07695836,8.594262549755992e-10,3.2552976681791284e-09,8.487409292890906
4358,AC109361.1,0.00027743552,0.9578671697500933,0.9999853635789433,6.356563418520975e-06
4359,TBCK,0.0200153,0.04325814728794619,0.09228611188296991,1.0348636509395208
4360,AIMP1,0.15257692,1.2835409195023048e-101,3.2788969603628876e-100,99.48427223086004
4361,PAPSS1,0.06745955,1.7664624242086154e-07,5.920877426372719e-07,6.2276139295616355
